"SERIALNO","SPORDER","PWGTP","WGTP","AGEP","SEX","ESR","MAR","DIS","Boro","HousingStatus","EducAttain","PreTaxIncome_PU","WAGP_adj","INTP_adj","SEMP_adj","SSP_adj","SSIP_adj","RETP_adj","MRGP_adj","RNTP_adj","NYCgov_MOOP","NYCgov_MedSpending","NYCgov_MedPremiums","NYCgov_HEAP","NYCgov_WIC","NYCgov_SNAP","NYCgov_SchoolLunch","NYCgov_SchoolBreakfast","NYCgov_Nutrition","Off_Threshold","Off_Pov_Stat","NYCgov_Threshold","NYCgov_Pov_Stat","NYCgov_PovGapIndex","NYCgov_PovGap"
1495186,1,107,106,58,2,1,1,2,3,8,4,164236.844,50379.4,0,0,23174.524,0,0,0,0,7219.494,5330.552,1888.942,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1495199,2,101,114,61,2,1,1,2,5,9,4,177033.2116,151138.2,403.0352,0,0,0,20151.76,3325.0404,0,15804.38,11078.33,4726.049,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1495263,1,60,60,77,2,1,3,2,4,8,3,106099.0164,41311.108,0,0,26600.3232,0,38187.5852,0,0,5827.177,3788.262,2038.915,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1495271,1,51,51,85,2,6,2,1,1,9,4,9975.1212,0,0,0,9370.5684,0,0,1914.4172,0,3501.6,1832.896,1668.703,35,0,3702,0,0,3702,14507,1,21174.1530548727,1,0.519436657428741,10998.630859375
1495274,1,182,182,36,1,1,5,2,2,7,3,20151.76,20151.76,0,0,0,0,0,0,0,162.9472,162.9472,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1495287,3,334,326,10,2,NA,5,2,5,9,1,50379.4,0,0,0,0,0,0,906.8292,0,4460.85,467.046,3993.804,0,0,0,1170.4,0,1170.4,28643,2,36093.9627996357,2,0,0
1495295,1,60,61,30,1,1,5,2,2,4,4,120910.56,120910.56,0,0,0,0,0,0,2619.7288,2900.148,41.5152,2858.633,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1495384,1,138,138,39,1,1,5,2,3,6,4,68515.984,68515.984,0,0,0,0,0,0,2115.9348,2221.063,736.8948,1484.168,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1495476,1,57,57,69,2,6,2,2,4,4,1,84536.6332,0,0,0,2418.2112,1511.382,0,0,806.0704,3785.148,48.78036,3736.368,35,0,2708,0,0,2708,14507,2,21174.1530548727,2,0,0
1495489,3,69,80,19,1,1,5,2,1,9,2,38086.8264,6045.528,0,0,0,0,0,1612.1408,0,1931.702,1559.934,371.7686,0,0,0,0,0,0,24755,2,39630.4432054192,1,0.232575535774231,9217.0712890625
1495549,1,189,190,41,2,1,4,1,1,4,4,44333.872,44333.872,0,0,0,0,0,0,906.8292,4158.827,1460.297,2698.53,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1495838,1,34,35,67,2,6,3,1,2,4,2,33250.404,0,0,0,16121.408,0,17128.996,0,1209.1056,4077.769,1100.153,2977.616,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1495880,2,59,53,58,2,6,3,2,4,9,4,157486.0044,21965.4184,0,0,0,0,0,1813.6584,0,2671.503,1426.047,1245.456,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1495897,1,50,50,79,1,6,1,1,4,9,4,41311.108,0,0,0,24182.112,0,9068.292,1209.1056,0,5044.45,3904.505,1139.945,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1495903,1,85,86,37,2,1,5,2,3,5,4,10075.88,10075.88,0,0,0,0,0,0,896.75332,347.6898,347.6898,0,0,0,0,0,0,0,12486,1,15017.1298261508,1,0.410833805799484,6169.54443359375
1495959,1,96,96,46,2,6,5,2,4,4,3,1813.6584,0,0,0,0,0,0,0,1007.588,0,0,0,35,0,1885,585.2,290.5,2760.7,16543,1,22660.9278954915,1,0.798138976097107,18086.5703125
1496036,4,86,53,41,1,1,5,2,4,2,4,72546.336,12091.056,0,0,0,0,0,0,1712.8996,5962.663,1645.04,4317.623,0,0,0,0,0,0,25160,2,36093.9627996357,2,0,0
1496066,4,89,63,35,1,1,5,2,2,9,1,55417.34,55417.34,0,0,0,0,0,2922.0052,0,7889.964,2908.14,4981.824,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1496158,1,168,169,45,1,1,1,2,3,6,4,190333.3732,148115.436,10075.88,0,0,0,0,0,3224.2816,9938.698,6160.856,3777.842,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
1496193,1,38,37,30,1,1,5,2,2,4,4,85644.98,85644.98,0,0,0,0,0,0,1511.382,5109.483,127.6592,4981.824,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1496254,3,77,55,39,2,3,5,2,1,9,3,109726.3332,3526.558,0,0,0,0,0,1612.1408,0,7430.473,1016.085,6414.389,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1496368,2,142,122,20,1,6,5,2,1,4,3,100758.8,0,0,0,0,0,0,0,1309.8644,1445.767,511.6748,934.092,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1496450,1,70,70,39,1,1,5,1,2,4,1,80607.04,80607.04,0,0,0,0,0,0,1007.588,624.8038,116.2426,508.5612,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1496486,2,65,75,54,2,1,1,1,2,6,4,118391.59,25189.7,0,0,0,0,0,0,1914.4172,17207.13,315.5155,16891.62,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
1496530,4,370,378,13,2,NA,5,2,1,3,1,55820.3752,0,0,0,0,0,0,0,1108.3468,25.947,25.947,0,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
1496570,3,51,42,11,2,NA,5,2,2,9,1,123933.324,0,0,0,0,0,0,2015.176,0,11556.79,6948.606,4608.188,0,0,0,0,0,0,28643,2,36093.9627996357,2,0,0
1496578,1,155,155,63,2,1,5,2,3,8,4,248874.236,229730.064,19144.172,0,0,0,0,0,0,3457.22,515.8264,2941.394,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1496621,1,220,220,43,1,1,5,2,4,1,1,18136.584,18136.584,0,0,0,0,0,0,473.56636,0,0,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1496693,4,37,39,12,1,NA,5,2,2,6,1,81614.628,0,0,0,0,0,0,0,1309.8644,8345.594,2330.041,6015.553,0,0,0,0,0,0,32070,2,39630.4432054192,2,0,0
1496703,1,40,40,29,2,1,5,2,1,8,4,50379.4,50379.4,0,0,0,0,0,0,0,394.3944,394.3944,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1496970,1,40,40,78,2,6,3,1,2,4,2,27406.3936,0,0,0,16927.4784,0,10478.9152,0,1309.8644,3062.722,463.9324,2598.79,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1497018,2,176,99,23,2,1,5,2,3,4,4,12796.3676,12796.3676,0,0,0,0,0,0,1813.6584,264.6594,264.6594,0,0,0,0,0,0,0,12486,2,15017.1298261508,1,0.250103861093521,3755.84204101563
1497032,1,96,95,72,2,1,1,2,4,8,3,39598.2084,12091.056,0,0,7657.6688,0,0,0,0,3660.645,1230.926,2429.719,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1497048,1,216,217,39,2,1,4,2,4,6,1,18136.584,18136.584,0,0,0,0,0,0,1511.382,0,0,0,35,0,3563,585.2,290.5,4438.7,16543,2,22660.9278954915,2,0,0
1497051,3,52,41,8,1,NA,5,2,2,8,1,56424.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28643,2,36093.9627996357,2,0,0
1497075,2,77,79,28,2,1,5,2,2,9,4,51084.7116,705.3116,0,0,0,0,0,705.3116,0,370.5232,46.70461,323.8186,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1497150,3,52,58,40,2,1,1,2,4,9,4,169274.784,50379.4,0,0,0,0,0,30.22764,0,8092.538,3398.02,4694.518,0,0,0,0,0,0,38313,2,49526.8626664041,2,0,0
1497238,2,251,228,59,2,6,1,2,5,9,2,48364.224,0,0,0,0,0,0,2015.176,0,10746.21,5960.545,4785.665,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1497304,1,155,156,72,1,6,2,2,2,8,4,10881.9504,0,0,0,10881.9504,0,0,0,0,89.25768,89.25768,0,0,0,0,0,0,0,11511,1,15017.1298261508,1,0.281307876110077,4224.43701171875
1497308,1,248,248,38,1,1,5,2,3,4,4,607575.564,605560.388,2015.176,0,0,0,0,0,3224.2816,20216.82,9476.883,10739.94,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1497309,2,124,143,63,1,1,1,2,4,9,4,169274.784,131994.028,15416.0964,0,0,0,9068.292,2619.7288,0,7076.267,2218.988,4857.279,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1497364,2,128,138,73,1,6,1,2,3,8,4,178443.8348,0,80607.04,0,22368.4536,0,25088.9412,0,0,3109.074,496.1067,2612.967,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1497449,1,157,157,26,1,1,5,2,3,4,4,151138.2,151138.2,0,0,0,0,0,0,1612.1408,1257.911,411.0005,846.9102,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1497536,1,40,40,84,2,6,1,1,2,7,1,6045.528,0,0,0,2418.2112,3627.3168,0,0,0,86.14404,86.14404,0,35,0,2134,0,0,2134,11511,1,15017.1298261508,1,0.18165647983551,2727.958984375
1497608,1,72,72,85,2,1,2,2,2,6,3,36273.168,18136.584,0,0,18136.584,0,0,0,957.2086,1609.233,130.7729,1478.46,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1497689,2,86,80,34,2,6,1,2,3,6,2,141062.32,0,0,0,0,0,0,0,2418.2112,10883.21,9139.572,1743.639,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1497700,1,174,174,85,2,6,2,1,3,1,2,16927.4784,0,0,0,9672.8448,0,4030.352,0,302.2764,340.4247,340.4247,0,0,0,970,0,0,970,11511,2,15017.1298261508,2,0,0
1497734,3,253,228,23,2,6,5,2,2,4,3,77382.7584,0,0,0,0,0,0,0,1209.1056,5965.693,1378.305,4587.388,35,0,5798.51,0,0,5798.51,29854,2,46330.3881179886,2,0,0
1497873,1,54,54,23,2,1,1,2,2,4,2,20151.76,20151.76,0,0,0,0,0,0,1410.6232,0,0,0,0,0,0,0,0,0,16072,2,21174.1530548727,1,0.115187734365463,2439.00268554688
1497881,1,56,56,57,1,6,1,2,2,9,1,50681.6764,0,18136.584,0,9370.5684,0,0,3022.764,0,529.3188,529.3188,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1497909,1,100,100,29,1,1,5,2,3,4,4,13199.4028,13199.4028,0,0,0,0,0,0,2317.4524,4.15152,4.15152,0,0,0,0,0,0,0,12486,2,15017.1298261508,1,0.099647760391235,1496.42333984375
1497974,1,145,145,54,2,1,5,2,1,4,2,40303.52,40303.52,0,0,0,0,0,0,1108.3468,3921.111,2831.337,1089.774,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
1498034,1,119,119,25,2,3,5,2,2,4,4,52596.0936,50379.4,0,0,0,0,0,0,1410.6232,148.4169,148.4169,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1498065,1,382,382,27,1,1,5,2,3,6,4,60465.35588,60455.28,10.07588,0,0,0,0,0,1612.1408,2284.374,1038.918,1245.456,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1498085,1,116,116,82,1,1,1,2,4,8,4,112749.0972,40303.52,0,32242.816,14610.026,0,1410.6232,0,0,11792.73,8604.025,3188.7,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1498109,4,130,113,5,2,NA,5,2,4,2,1,73553.924,0,0,0,0,0,0,0,1813.6584,3017.117,1667.873,1349.244,0,0,0,0,0,0,24424,2,30874.3311009323,2,0,0
1498173,2,56,40,35,2,1,5,2,4,9,3,4634.9048,4634.9048,0,0,0,0,0,775.84276,0,56.04552,56.04552,0,35,0,1657,0,0,1657,12486,1,15017.1298261508,1,0.611837327480316,9188.041015625
1498247,1,55,55,58,2,1,1,2,1,3,2,46349.048,11486.5032,0,0,0,0,0,0,1612.1408,9044.762,49.81824,8994.943,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1498328,2,74,57,64,2,6,1,2,4,9,4,116880.208,0,0,4030.352,12091.056,0,0,1108.3468,0,8977.247,6364.28,2612.967,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1498373,2,137,114,30,2,1,5,2,2,4,4,712364.716,30227.64,0,10075.88,0,0,0,0,3526.558,12556.23,832.3798,11723.85,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1498490,2,210,165,35,2,1,1,2,1,9,3,88063.1912,30227.64,0,0,0,0,0,1108.3468,0,6624.788,4549.028,2075.76,35,0,3993,1170.4,0,5163.4,29360,2,39630.4432054192,2,0,0
1498543,3,117,93,26,1,1,5,2,1,1,3,15113.82,7053.116,0,0,0,0,0,0,1712.8996,0,0,0,0,0,0,0,0,0,18774,1,32401.9996992759,1,0.653509020805359,21175
1498554,2,311,134,20,1,1,5,2,1,1,2,14206.9908,1612.1408,0,0,0,0,0,0,806.0704,809.5464,674.6221,134.9244,0,0,6586,0,0,6586,24755,1,39630.4432054192,1,0.458298623561859,18162.578125
1498564,1,96,96,57,1,6,1,2,2,8,1,156176.14,0,0,0,0,0,0,0,0,1067.979,133.8865,934.092,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1498577,1,79,79,54,2,1,4,1,1,4,2,15113.82,15113.82,0,0,0,0,0,0,866.52568,115.2047,115.2047,0,35,0,3501,0,0,3501,16072,1,21174.1530548727,1,0.004198799841106,88.9060287475586
1498653,4,262,241,17,1,6,5,2,3,3,1,28216.494352,0,0,0,0,0,0,0,544.09752,238.7124,238.7124,0,0,0,1871,585.2,0,2456.2,25160,2,36093.9627996357,2,0,0
1498729,2,66,55,55,2,1,1,2,5,9,3,74561.512,34257.992,0,0,0,0,0,1209.1056,0,5236.105,254.2806,4981.824,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1498771,1,72,72,69,1,6,2,2,4,8,4,8060.704,0,0,0,8060.704,0,0,0,0,3358.788,614.425,2744.363,0,0,0,0,0,0,11511,1,15017.1298261508,1,0.686896502971649,10315.2138671875
1498842,2,97,88,54,1,3,1,2,2,8,2,93504.1664,0,0,0,0,0,0,0,0,12781.12,6015.553,6765.566,35,0,5426,0,0,5426,34473,2,49526.8626664041,2,0,0
1498882,1,65,66,36,1,1,1,2,4,4,4,142573.702,141062.32,0,0,0,0,0,0,1712.8996,4258.422,335.2353,3923.187,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
1498909,1,106,106,58,1,1,5,1,1,1,3,14912.3024,10881.9504,0,0,0,4030.352,0,0,302.2764,6293.996,5055.514,1238.482,0,0,1708,0,0,1708,12486,2,15017.1298261508,1,0.072295092046261,1085.66479492188
1498932,2,138,91,16,1,6,5,2,2,4,1,75569.1,0,0,0,0,0,0,0,906.8292,57.0834,57.0834,0,0,0,0,0,0,0,16543,2,22660.9278954915,2,0,0
1498959,2,130,122,37,1,1,1,2,3,5,3,635788.028,0,0,30227.64,0,0,0,0,3627.3168,11816.26,6834.44,4981.824,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1499001,2,210,142,85,1,6,1,2,3,7,4,15617.614,0,0,0,13300.1616,0,2317.4524,0,0,3617.489,509.5992,3107.89,0,0,0,0,0,0,16072,1,21174.1530548727,2,0,0
1499035,2,388,315,25,1,6,5,1,1,3,2,21058.5892,0,0,0,0,8866.7744,0,0,413.11108,9558.875,9558.875,0,0,0,6767,585.2,0,7352.2,19318,2,28519.6992497817,2,0,0
1499059,1,117,117,51,1,1,5,2,4,6,2,30227.64,30227.64,0,0,0,0,0,0,846.37392,0,0,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1499085,3,98,83,57,1,1,4,2,1,6,2,171289.96,80607.04,0,0,0,0,0,0,1108.3468,9436.405,671.5085,8764.896,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
1499113,1,83,84,32,2,1,4,2,4,6,3,12091.056,0,0,12091.056,0,0,0,0,1309.8644,0,0,0,0,0,0,0,0,0,19337,1,26902.7341846366,1,0.340250313282013,9153.6640625
1499159,2,140,90,14,1,NA,5,2,2,6,1,70027.366,0,0,0,0,0,0,0,2015.176,0,0,0,35,0,2778,1755.6,871.5,5405.1,28205,2,34637.512319907,2,0,0
1499328,1,104,104,87,2,6,2,2,4,8,3,51790.0232,0,10075.88,0,20151.76,0,21562.3832,0,0,5790.271,321.7428,5468.528,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1499528,1,76,76,25,2,1,5,2,2,4,4,57432.516,57432.516,0,0,0,0,0,0,1511.382,1687.271,1057.6,629.6714,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1499532,3,62,71,12,1,NA,5,1,2,9,1,55618.8576,0,0,0,0,0,0,3123.5228,0,4275.028,1161.388,3113.64,0,0,0,0,0,0,19337,2,26902.7341846366,2,0,0
1499619,1,216,216,35,2,1,5,2,1,6,4,40303.52,40303.52,0,0,0,0,0,0,1209.1056,622.728,124.5456,498.1824,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1499632,2,160,163,53,1,6,1,2,2,4,3,179350.664,0,5037.94,0,0,0,20151.76,0,2418.2112,515.8265,515.8265,0,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1499740,1,213,214,54,2,1,1,2,2,4,2,94511.7544,46046.7716,0,0,0,0,0,0,1108.3468,3941.204,447.3263,3493.878,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1499756,1,73,73,33,2,1,5,2,4,6,4,50379.4,50379.4,0,0,0,0,0,0,1309.8644,1933.923,971.4557,962.4677,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1499835,1,56,55,27,2,1,5,2,3,6,4,44333.872,44333.872,0,0,0,0,0,0,1712.8996,3107.372,462.8945,2644.477,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1499870,1,88,88,85,1,6,2,1,2,8,2,30529.9164,0,10881.9504,0,16927.4784,0,2720.4876,0,0,83.0304,83.0304,0,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1499880,3,267,201,16,1,6,5,2,4,9,1,43326.284,0,0,0,0,0,0,2015.176,0,2866.625,624.8038,2241.821,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1499895,1,58,58,71,2,6,1,2,4,8,2,32948.1276,0,0,0,12897.1264,0,9269.8096,0,0,4441.027,1776.851,2664.176,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1500036,1,204,204,64,1,1,3,2,3,8,4,181365.84,181365.84,0,0,0,0,0,0,0,1042.551,116.2426,926.308,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1500055,1,88,88,29,2,6,5,2,4,3,3,0,0,0,0,0,0,0,0,1309.8644,0,0,0,0,0,1048,0,0,1048,12486,1,15017.1298261508,1,0.527017831802368,7914.29541015625
1500134,1,56,56,48,2,1,1,2,2,9,2,134311.4804,11284.9856,0,0,0,0,0,1209.1056,0,5247.106,2437.98,2809.126,0,0,0,0,0,0,30288,2,43036.3761772217,2,0,0
1500179,1,86,86,65,2,1,1,2,4,3,4,50983.9528,604.5528,0,8060.704,0,0,0,0,1712.8996,4614.415,1295.275,3319.14,0,0,0,0,0,0,14507,2,21174.1530548727,2,0,0
1500208,1,84,85,40,2,1,5,2,4,9,4,55417.34,55417.34,0,0,0,0,0,503.794,0,2261.79,1501.813,759.9773,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1500213,2,44,43,55,1,1,1,2,2,9,3,256934.94,90682.92,0,0,0,0,0,2619.7288,0,6459.765,537.6219,5922.143,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1500411,2,143,110,34,1,1,1,2,4,6,4,156982.2104,105796.74,0,0,0,0,0,0,2418.2112,12255.33,1087.698,11167.63,0,0,0,0,0,0,24339,2,32401.9996992759,2,0,0
1500478,1,34,34,81,2,6,3,2,4,9,2,43900.60916,0,70.53116,0,17733.5488,0,26096.5292,1309.8644,0,3872.475,160.8714,3711.604,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1500521,2,56,68,30,1,6,1,2,3,6,4,100758.8,0,0,0,0,0,0,0,2115.9348,5909.689,454.5915,5455.098,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1500525,1,35,36,52,1,1,5,2,1,9,4,217639.008,105796.74,0,0,0,0,0,3627.3168,0,13251.32,5630.499,7620.821,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1500533,2,113,126,29,2,1,1,2,4,6,4,67709.9136,36273.168,0,0,0,0,0,0,2015.176,7664.743,5236.104,2428.639,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1500576,1,81,82,57,1,6,5,1,1,4,1,110.83468,0,0,0,110.83468,0,0,0,1108.3468,446.2884,446.2884,0,0,0,0,0,0,0,12486,1,15017.1298261508,1,1,15017.1298828125
1500693,1,62,61,87,1,6,5,1,2,5,1,13803.9556,0,0,0,0,4735.6636,0,0,191.44172,786.7131,786.7131,0,35,0,5530,0,0,5530,14507,1,21174.1530548727,2,0,0
1500709,8,75,65,11,2,NA,5,2,1,3,1,26298.0468,0,0,0,0,0,0,0,1209.1056,28.02276,28.02276,0,0,0,0,1170.4,0,1170.4,52106,1,67170.7478150358,1,0.448653638362885,30136.400390625
1500777,2,56,49,61,1,1,1,2,2,8,4,445687.407628,0,25592.7352,401020.024,0,0,0,0,0,2469.076,1431.237,1037.839,0,0,0,0,0,0,30288,2,43036.3761772217,2,0,0
1500904,2,113,107,58,1,3,1,2,4,4,1,135722.1036,0,0,16826.7196,0,0,0,0,1712.8996,962.3639,202.3866,759.9773,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
1501030,1,87,86,71,2,6,2,2,1,4,2,8766.0156,0,0,0,0,8766.0156,0,0,906.8292,17.64396,17.64396,0,35,0,2134,0,0,2134,11511,1,15017.1298261508,1,0.275336116552353,4134.75830078125
1501114,1,79,79,46,2,6,5,2,1,4,3,24081.3532,0,0,0,0,0,13904.7144,0,906.8292,0,0,0,0,0,0,0,0,0,19318,2,28519.6992497817,2,0,0
1501127,3,142,73,28,2,1,5,2,4,8,4,187411.368,50379.4,0,0,0,0,0,0,0,4147.369,1083.547,3063.822,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
1501200,3,211,147,30,1,1,5,2,2,6,1,89675.332,25189.7,0,0,0,0,0,0,1813.6584,30.09852,30.09852,0,0,0,0,0,0,0,34473,2,49526.8626664041,2,0,0
1501261,2,311,321,27,1,6,5,1,4,6,3,14509.2672,0,0,0,0,0,0,0,2518.97,154.6441,154.6441,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1501430,1,87,87,28,2,1,5,2,2,4,4,70531.16,0,0,50379.4,0,0,0,0,1309.8644,655.9402,332.1216,323.8186,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1501563,2,185,345,30,2,1,1,2,3,4,4,664000.492,58440.104,0,0,0,0,0,0,3224.2816,11196.44,2769.064,8427.379,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1501568,6,44,43,25,1,1,5,2,4,9,4,377643.9824,60455.28,0,0,0,0,0,1712.8996,0,5674.09,2336.268,3337.822,0,0,0,0,0,0,53413,2,67170.7478150358,2,0,0
1501579,1,140,140,65,1,6,3,2,4,8,3,81110.834,0,65493.22,0,15617.614,0,0,0,0,637.7773,93.40921,544.3681,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1501612,1,193,192,87,1,6,5,2,1,1,1,9874.3624,0,0,0,9874.3624,0,0,0,201.5176,110.0153,110.0153,0,0,0,2328,0,0,2328,11511,1,15017.1298261508,1,0.044343542307615,665.912719726563
1501653,1,131,131,33,2,1,5,2,3,4,4,169315.08752,139047.144,40.30352,0,0,0,0,0,2821.2464,4687.648,3969.892,717.7563,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1501683,1,223,223,60,2,1,2,1,4,4,2,302.2764,0,0,302.2764,0,0,0,0,906.8292,26.98488,26.98488,0,0,0,0,0,0,0,12486,1,15017.1298261508,1,0.983585953712463,14770.6376953125
1501713,1,105,105,38,2,1,1,2,4,9,3,133001.616,62470.456,0,0,0,0,0,3022.764,0,12300.95,6073.674,6227.28,0,0,0,0,0,0,28643,2,36093.9627996357,2,0,0
1501736,1,74,75,86,2,6,2,2,3,8,3,9068.292,0,0,0,9068.292,0,0,0,0,2227.083,920.5996,1306.483,0,0,0,0,0,0,11511,1,15017.1298261508,1,0.544439673423767,8175.92138671875
1501810,3,145,125,34,2,6,1,2,2,9,2,17854.45936,0,0,0,826.22216,0,17028.2372,2518.97,0,85.10616,85.10616,0,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1501903,2,100,66,54,2,1,3,2,4,8,3,57331.7572,40303.52,0,0,0,0,0,0,0,3209.499,2016.601,1192.898,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
1501986,1,122,122,54,2,6,5,1,3,8,4,58943.898,0,0,0,15416.0964,0,38288.344,0,0,114.1668,114.1668,0,35,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1502067,4,145,189,51,2,2,1,2,1,4,2,63780.3204,1309.8644,0,0,0,0,0,0,1108.3468,4286.403,1318.108,2968.295,35,1274.4,4500,0,0,4500,25160,2,36093.9627996357,2,0,0
1502222,1,71,71,76,1,6,5,2,2,6,3,37683.7912,0,13904.7144,0,23779.0768,0,0,0,826.22216,3337.967,734.8191,2603.148,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1502226,2,348,444,60,2,6,1,2,4,7,4,120910.56,0,0,0,0,0,0,0,0,4065.418,825.1147,3240.303,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1502263,1,63,63,28,1,1,5,2,4,4,4,60455.28,60455.28,0,0,0,0,0,0,1612.1408,1252.721,256.3564,996.3649,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
1502266,4,97,121,38,2,3,1,2,4,9,4,117182.4844,0,0,25189.7,0,0,0,2216.6936,0,12026.96,1839.124,10187.83,35,0,2345,0,0,2345,29854,2,46330.3881179886,2,0,0
1502275,1,219,219,41,2,1,1,2,4,6,2,56727.2044,15113.82,0,0,0,0,0,0,1410.6232,10360.12,8741.025,1619.093,0,0,0,0,0,0,18774,2,32401.9996992759,2,0,0
1502305,2,47,39,81,2,6,2,2,4,8,4,267010.82,0,5037.94,0,10075.88,0,0,0,0,6046.17,3940.83,2105.34,0,0,0,0,0,0,16072,2,21174.1530548727,2,0,0
1502386,1,167,167,90,2,6,5,1,2,7,2,9068.292,0,0,0,9068.292,0,0,0,0,577.0613,577.0613,0,0,0,0,0,0,0,11511,1,15017.1298261508,2,0,0
1502438,2,181,133,46,1,1,1,2,2,4,2,78390.3464,20957.8304,0,0,0,0,0,0,1209.1056,2072.646,578.0992,1494.547,0,0,0,0,0,0,24755,2,39630.4432054192,2,0,0
1502465,1,63,63,52,2,6,3,2,3,8,2,0,0,0,0,0,0,0,0,0,31.1364,31.1364,0,35,0,1657,0,0,1657,12486,1,15017.1298261508,1,0.395979762077332,5946.4794921875
1502511,1,77,78,88,2,6,2,1,2,8,2,21663.142,0,0,0,21663.142,0,0,0,0,4523.227,126.6214,4396.605,0,0,0,0,0,0,11511,2,15017.1298261508,2,0,0
1502516,1,90,90,37,2,2,5,2,3,4,4,100758.8,0,0,100758.8,0,0,0,0,3627.3168,2399.537,240.7882,2158.749,0,0,0,0,0,0,12486,2,15017.1298261508,2,0,0
